Location_Name,Date,TotalCount,Hour,Day,DayNo
Bridge Street,2025-04-05 01:00:00+00:00,74,1,Saturday,6
Park Street,2025-04-05 00:00:00+00:00,903,0,Saturday,6
Market Street,2025-04-05 00:00:00+00:00,173,0,Saturday,6
Elizabeth Street,2025-04-05 00:00:00+00:00,60,0,Saturday,6
Bridge Street,2025-04-05 00:00:00+00:00,154,0,Saturday,6
Elizabeth Street,2025-04-04 23:00:00+00:00,64,23,Friday,5
Market Street,2025-04-04 23:00:00+00:00,321,23,Friday,5
Park Street,2025-04-04 23:00:00+00:00,1209,23,Friday,5
Bridge Street,2025-04-04 23:00:00+00:00,256,23,Friday,5
Park Street,2025-04-04 22:00:00+00:00,1709,22,Friday,5
Bridge Street,2025-04-04 22:00:00+00:00,286,22,Friday,5
Market Street,2025-04-04 22:00:00+00:00,519,22,Friday,5
Elizabeth Street,2025-04-04 22:00:00+00:00,70,22,Friday,5
Park Street,2025-03-30 01:00:00+00:00,943,1,Sunday,0
Market Street,2025-03-30 01:00:00+00:00,135,1,Sunday,0
Elizabeth Street,2025-03-30 01:00:00+00:00,13,1,Sunday,0
Bridge Street,2025-03-30 01:00:00+00:00,126,1,Sunday,0
Bridge Street,2025-03-30 00:00:00+00:00,176,0,Sunday,0
Elizabeth Street,2025-03-30 00:00:00+00:00,39,0,Sunday,0
Market Street,2025-03-30 00:00:00+00:00,199,0,Sunday,0
Park Street,2025-03-30 00:00:00+00:00,824,0,Sunday,0
Elizabeth Street,2025-03-29 23:00:00+00:00,43,23,Saturday,6
Bridge Street,2025-03-29 23:00:00+00:00,210,23,Saturday,6
Park Street,2025-03-29 23:00:00+00:00,1045,23,Saturday,6
Market Street,2025-03-29 23:00:00+00:00,316,23,Saturday,6
Market Street,2025-03-29 22:00:00+00:00,411,22,Saturday,6
Elizabeth Street,2025-03-29 22:00:00+00:00,54,22,Saturday,6
Bridge Street,2025-03-29 22:00:00+00:00,239,22,Saturday,6
Park Street,2025-03-29 22:00:00+00:00,1140,22,Saturday,6
Bridge Street,2025-03-29 01:00:00+00:00,70,1,Saturday,6
Elizabeth Street,2025-03-29 01:00:00+00:00,8,1,Saturday,6
Market Street,2025-03-29 01:00:00+00:00,65,1,Saturday,6
Park Street,2025-03-29 01:00:00+00:00,575,1,Saturday,6
Market Street,2025-03-29 00:00:00+00:00,77,0,Saturday,6
Elizabeth Street,2025-03-29 00:00:00+00:00,5,0,Saturday,6
Bridge Street,2025-03-29 00:00:00+00:00,132,0,Saturday,6
Park Street,2025-03-29 00:00:00+00:00,628,0,Saturday,6
Park Street,2025-03-28 23:00:00+00:00,672,23,Friday,5
Market Street,2025-03-28 23:00:00+00:00,130,23,Friday,5
Elizabeth Street,2025-03-28 23:00:00+00:00,10,23,Friday,5
Bridge Street,2025-03-28 23:00:00+00:00,205,23,Friday,5
Elizabeth Street,2025-03-28 22:00:00+00:00,33,22,Friday,5
Bridge Street,2025-03-28 22:00:00+00:00,201,22,Friday,5
Market Street,2025-03-28 22:00:00+00:00,212,22,Friday,5
Park Street,2025-03-28 22:00:00+00:00,1240,22,Friday,5
Park Street,2025-03-23 01:00:00+00:00,819,1,Sunday,0
Market Street,2025-03-23 01:00:00+00:00,48,1,Sunday,0
Elizabeth Street,2025-03-23 01:00:00+00:00,9,1,Sunday,0
Bridge Street,2025-03-23 01:00:00+00:00,99,1,Sunday,0
Bridge Street,2025-03-23 00:00:00+00:00,142,0,Sunday,0
Park Street,2025-03-23 00:00:00+00:00,592,0,Sunday,0
Elizabeth Street,2025-03-23 00:00:00+00:00,13,0,Sunday,0
Market Street,2025-03-23 00:00:00+00:00,124,0,Sunday,0
Park Street,2025-03-22 23:00:00+00:00,1074,23,Saturday,6
Market Street,2025-03-22 23:00:00+00:00,293,23,Saturday,6
Elizabeth Street,2025-03-22 23:00:00+00:00,65,23,Saturday,6
Bridge Street,2025-03-22 23:00:00+00:00,295,23,Saturday,6
Park Street,2025-03-22 22:00:00+00:00,1482,22,Saturday,6
Market Street,2025-03-22 22:00:00+00:00,529,22,Saturday,6
Elizabeth Street,2025-03-22 22:00:00+00:00,82,22,Saturday,6
Bridge Street,2025-03-22 22:00:00+00:00,334,22,Saturday,6
Park Street,2025-03-22 01:00:00+00:00,729,1,Saturday,6
Bridge Street,2025-03-22 01:00:00+00:00,91,1,Saturday,6
Elizabeth Street,2025-03-22 01:00:00+00:00,15,1,Saturday,6
Market Street,2025-03-22 01:00:00+00:00,47,1,Saturday,6
Bridge Street,2025-03-22 00:00:00+00:00,169,0,Saturday,6
Elizabeth Street,2025-03-22 00:00:00+00:00,25,0,Saturday,6
Park Street,2025-03-22 00:00:00+00:00,688,0,Saturday,6
Market Street,2025-03-22 00:00:00+00:00,135,0,Saturday,6
Park Street,2025-03-21 23:00:00+00:00,1042,23,Friday,5
Market Street,2025-03-21 23:00:00+00:00,212,23,Friday,5
Elizabeth Street,2025-03-21 23:00:00+00:00,32,23,Friday,5
Bridge Street,2025-03-21 23:00:00+00:00,231,23,Friday,5
Park Street,2025-03-21 22:00:00+00:00,1550,22,Friday,5
Bridge Street,2025-03-21 22:00:00+00:00,352,22,Friday,5
Market Street,2025-03-21 22:00:00+00:00,461,22,Friday,5
Elizabeth Street,2025-03-21 22:00:00+00:00,77,22,Friday,5
Market Street,2025-03-16 01:00:00+00:00,91,1,Sunday,0
Bridge Street,2025-03-16 01:00:00+00:00,123,1,Sunday,0
Park Street,2025-03-16 01:00:00+00:00,931,1,Sunday,0
Elizabeth Street,2025-03-16 01:00:00+00:00,20,1,Sunday,0
Bridge Street,2025-03-16 00:00:00+00:00,192,0,Sunday,0
Elizabeth Street,2025-03-16 00:00:00+00:00,42,0,Sunday,0
Market Street,2025-03-16 00:00:00+00:00,250,0,Sunday,0
Park Street,2025-03-16 00:00:00+00:00,839,0,Sunday,0
Bridge Street,2025-03-15 23:00:00+00:00,349,23,Saturday,6
Elizabeth Street,2025-03-15 23:00:00+00:00,56,23,Saturday,6
Market Street,2025-03-15 23:00:00+00:00,435,23,Saturday,6
Park Street,2025-03-15 23:00:00+00:00,1127,23,Saturday,6
Park Street,2025-03-15 22:00:00+00:00,1838,22,Saturday,6
Market Street,2025-03-15 22:00:00+00:00,572,22,Saturday,6
Elizabeth Street,2025-03-15 22:00:00+00:00,104,22,Saturday,6
Bridge Street,2025-03-15 22:00:00+00:00,407,22,Saturday,6
Market Street,2025-03-15 01:00:00+00:00,72,1,Saturday,6
Elizabeth Street,2025-03-15 01:00:00+00:00,10,1,Saturday,6
Bridge Street,2025-03-15 01:00:00+00:00,107,1,Saturday,6
Park Street,2025-03-15 01:00:00+00:00,1115,1,Saturday,6
Bridge Street,2025-03-15 00:00:00+00:00,128,0,Saturday,6
Elizabeth Street,2025-03-15 00:00:00+00:00,32,0,Saturday,6
Market Street,2025-03-15 00:00:00+00:00,146,0,Saturday,6
Park Street,2025-03-15 00:00:00+00:00,1332,0,Saturday,6
Elizabeth Street,2025-03-14 23:00:00+00:00,77,23,Friday,5
Market Street,2025-03-14 23:00:00+00:00,282,23,Friday,5
Park Street,2025-03-14 23:00:00+00:00,1448,23,Friday,5
Bridge Street,2025-03-14 23:00:00+00:00,231,23,Friday,5
Bridge Street,2025-03-14 22:00:00+00:00,417,22,Friday,5
Elizabeth Street,2025-03-14 22:00:00+00:00,106,22,Friday,5
Market Street,2025-03-14 22:00:00+00:00,577,22,Friday,5
Park Street,2025-03-14 22:00:00+00:00,2163,22,Friday,5
Park Street,2025-03-09 01:00:00+00:00,977,1,Sunday,0
Market Street,2025-03-09 01:00:00+00:00,128,1,Sunday,0
Elizabeth Street,2025-03-09 01:00:00+00:00,17,1,Sunday,0
Bridge Street,2025-03-09 01:00:00+00:00,150,1,Sunday,0
Park Street,2025-03-09 00:00:00+00:00,945,0,Sunday,0
Market Street,2025-03-09 00:00:00+00:00,180,0,Sunday,0
Elizabeth Street,2025-03-09 00:00:00+00:00,43,0,Sunday,0
Bridge Street,2025-03-09 00:00:00+00:00,197,0,Sunday,0
Park Street,2025-03-08 23:00:00+00:00,1317,23,Saturday,6
Market Street,2025-03-08 23:00:00+00:00,331,23,Saturday,6
Bridge Street,2025-03-08 23:00:00+00:00,313,23,Saturday,6
Elizabeth Street,2025-03-08 23:00:00+00:00,45,23,Saturday,6
Park Street,2025-03-08 22:00:00+00:00,1895,22,Saturday,6
Market Street,2025-03-08 22:00:00+00:00,606,22,Saturday,6
Elizabeth Street,2025-03-08 22:00:00+00:00,91,22,Saturday,6
Bridge Street,2025-03-08 22:00:00+00:00,380,22,Saturday,6
Park Street,2025-03-08 01:00:00+00:00,741,1,Saturday,6
Bridge Street,2025-03-08 01:00:00+00:00,60,1,Saturday,6
Elizabeth Street,2025-03-08 01:00:00+00:00,14,1,Saturday,6
Market Street,2025-03-08 01:00:00+00:00,37,1,Saturday,6
Elizabeth Street,2025-03-08 00:00:00+00:00,16,0,Saturday,6
Park Street,2025-03-08 00:00:00+00:00,707,0,Saturday,6
Market Street,2025-03-08 00:00:00+00:00,99,0,Saturday,6
Bridge Street,2025-03-08 00:00:00+00:00,120,0,Saturday,6
Park Street,2025-03-07 23:00:00+00:00,1297,23,Friday,5
Bridge Street,2025-03-07 23:00:00+00:00,193,23,Friday,5
Elizabeth Street,2025-03-07 23:00:00+00:00,43,23,Friday,5
Market Street,2025-03-07 23:00:00+00:00,252,23,Friday,5
Bridge Street,2025-03-07 22:00:00+00:00,310,22,Friday,5
Elizabeth Street,2025-03-07 22:00:00+00:00,43,22,Friday,5
Market Street,2025-03-07 22:00:00+00:00,312,22,Friday,5
Park Street,2025-03-07 22:00:00+00:00,1398,22,Friday,5
Bridge Street,2025-03-02 01:00:00+00:00,90,1,Sunday,0
Park Street,2025-03-02 01:00:00+00:00,1422,1,Sunday,0
Market Street,2025-03-02 01:00:00+00:00,110,1,Sunday,0
Elizabeth Street,2025-03-02 01:00:00+00:00,37,1,Sunday,0
Bridge Street,2025-03-02 00:00:00+00:00,139,0,Sunday,0
Elizabeth Street,2025-03-02 00:00:00+00:00,96,0,Sunday,0
Market Street,2025-03-02 00:00:00+00:00,215,0,Sunday,0
Park Street,2025-03-02 00:00:00+00:00,1490,0,Sunday,0
Park Street,2025-03-01 23:00:00+00:00,1761,23,Saturday,6
Market Street,2025-03-01 23:00:00+00:00,338,23,Saturday,6
Elizabeth Street,2025-03-01 23:00:00+00:00,167,23,Saturday,6
Bridge Street,2025-03-01 23:00:00+00:00,160,23,Saturday,6
Elizabeth Street,2025-03-01 22:00:00+00:00,235,22,Saturday,6
Market Street,2025-03-01 22:00:00+00:00,493,22,Saturday,6
Bridge Street,2025-03-01 22:00:00+00:00,210,22,Saturday,6
Park Street,2025-03-01 22:00:00+00:00,3388,22,Saturday,6
Park Street,2025-03-01 01:00:00+00:00,767,1,Saturday,6
Market Street,2025-03-01 01:00:00+00:00,100,1,Saturday,6
Elizabeth Street,2025-03-01 01:00:00+00:00,22,1,Saturday,6
Bridge Street,2025-03-01 01:00:00+00:00,50,1,Saturday,6
Market Street,2025-03-01 00:00:00+00:00,229,0,Saturday,6
Park Street,2025-03-01 00:00:00+00:00,886,0,Saturday,6
Bridge Street,2025-03-01 00:00:00+00:00,94,0,Saturday,6
Elizabeth Street,2025-03-01 00:00:00+00:00,42,0,Saturday,6
Park Street,2025-02-28 23:00:00+00:00,1402,23,Friday,5
Market Street,2025-02-28 23:00:00+00:00,295,23,Friday,5
Elizabeth Street,2025-02-28 23:00:00+00:00,58,23,Friday,5
Bridge Street,2025-02-28 23:00:00+00:00,186,23,Friday,5
Bridge Street,2025-02-28 22:00:00+00:00,164,22,Friday,5
Elizabeth Street,2025-02-28 22:00:00+00:00,110,22,Friday,5
Park Street,2025-02-28 22:00:00+00:00,1851,22,Friday,5
Market Street,2025-02-28 22:00:00+00:00,463,22,Friday,5
Market Street,2025-02-23 01:00:00+00:00,89,1,Sunday,0
Park Street,2025-02-23 01:00:00+00:00,1147,1,Sunday,0
Bridge Street,2025-02-23 01:00:00+00:00,90,1,Sunday,0
Elizabeth Street,2025-02-23 01:00:00+00:00,23,1,Sunday,0
Park Street,2025-02-23 00:00:00+00:00,1043,0,Sunday,0
Market Street,2025-02-23 00:00:00+00:00,197,0,Sunday,0
Elizabeth Street,2025-02-23 00:00:00+00:00,60,0,Sunday,0
Bridge Street,2025-02-23 00:00:00+00:00,160,0,Sunday,0
Park Street,2025-02-22 23:00:00+00:00,1569,23,Saturday,6
Market Street,2025-02-22 23:00:00+00:00,420,23,Saturday,6
Elizabeth Street,2025-02-22 23:00:00+00:00,68,23,Saturday,6
Bridge Street,2025-02-22 23:00:00+00:00,181,23,Saturday,6
Park Street,2025-02-22 22:00:00+00:00,2223,22,Saturday,6
Market Street,2025-02-22 22:00:00+00:00,597,22,Saturday,6
Elizabeth Street,2025-02-22 22:00:00+00:00,164,22,Saturday,6
Bridge Street,2025-02-22 22:00:00+00:00,308,22,Saturday,6
Market Street,2025-02-22 01:00:00+00:00,81,1,Saturday,6
Park Street,2025-02-22 01:00:00+00:00,669,1,Saturday,6
Elizabeth Street,2025-02-22 01:00:00+00:00,5,1,Saturday,6
Bridge Street,2025-02-22 01:00:00+00:00,27,1,Saturday,6
Park Street,2025-02-22 00:00:00+00:00,626,0,Saturday,6
Market Street,2025-02-22 00:00:00+00:00,104,0,Saturday,6
Elizabeth Street,2025-02-22 00:00:00+00:00,11,0,Saturday,6
Bridge Street,2025-02-22 00:00:00+00:00,55,0,Saturday,6
Park Street,2025-02-21 23:00:00+00:00,812,23,Friday,5
Market Street,2025-02-21 23:00:00+00:00,197,23,Friday,5
Elizabeth Street,2025-02-21 23:00:00+00:00,30,23,Friday,5
Bridge Street,2025-02-21 23:00:00+00:00,132,23,Friday,5
Bridge Street,2025-02-21 22:00:00+00:00,214,22,Friday,5
Elizabeth Street,2025-02-21 22:00:00+00:00,47,22,Friday,5
Park Street,2025-02-21 22:00:00+00:00,1424,22,Friday,5
Market Street,2025-02-21 22:00:00+00:00,352,22,Friday,5
Park Street,2025-02-16 01:00:00+00:00,964,1,Sunday,0
Market Street,2025-02-16 01:00:00+00:00,95,1,Sunday,0
Elizabeth Street,2025-02-16 01:00:00+00:00,7,1,Sunday,0
Bridge Street,2025-02-16 01:00:00+00:00,108,1,Sunday,0
Park Street,2025-02-16 00:00:00+00:00,1004,0,Sunday,0
Market Street,2025-02-16 00:00:00+00:00,203,0,Sunday,0
Elizabeth Street,2025-02-16 00:00:00+00:00,44,0,Sunday,0
Bridge Street,2025-02-16 00:00:00+00:00,210,0,Sunday,0
Park Street,2025-02-15 23:00:00+00:00,1329,23,Saturday,6
Market Street,2025-02-15 23:00:00+00:00,472,23,Saturday,6
Elizabeth Street,2025-02-15 23:00:00+00:00,79,23,Saturday,6
Bridge Street,2025-02-15 23:00:00+00:00,327,23,Saturday,6
Park Street,2025-02-15 22:00:00+00:00,1732,22,Saturday,6
Market Street,2025-02-15 22:00:00+00:00,636,22,Saturday,6
Elizabeth Street,2025-02-15 22:00:00+00:00,92,22,Saturday,6
Bridge Street,2025-02-15 22:00:00+00:00,429,22,Saturday,6
Market Street,2025-02-15 01:00:00+00:00,37,1,Saturday,6
Park Street,2025-02-15 01:00:00+00:00,1137,1,Saturday,6
Elizabeth Street,2025-02-15 01:00:00+00:00,20,1,Saturday,6
Bridge Street,2025-02-15 01:00:00+00:00,106,1,Saturday,6
Bridge Street,2025-02-15 00:00:00+00:00,168,0,Saturday,6
Elizabeth Street,2025-02-15 00:00:00+00:00,40,0,Saturday,6
Market Street,2025-02-15 00:00:00+00:00,113,0,Saturday,6
Park Street,2025-02-15 00:00:00+00:00,1630,0,Saturday,6
Market Street,2025-02-14 23:00:00+00:00,300,23,Friday,5
Park Street,2025-02-14 23:00:00+00:00,1613,23,Friday,5
Bridge Street,2025-02-14 23:00:00+00:00,262,23,Friday,5
Elizabeth Street,2025-02-14 23:00:00+00:00,57,23,Friday,5
Market Street,2025-02-14 22:00:00+00:00,392,22,Friday,5
Bridge Street,2025-02-14 22:00:00+00:00,390,22,Friday,5
Park Street,2025-02-14 22:00:00+00:00,2101,22,Friday,5
Elizabeth Street,2025-02-14 22:00:00+00:00,86,22,Friday,5
Bridge Street,2025-02-09 01:00:00+00:00,173,1,Sunday,0
Elizabeth Street,2025-02-09 01:00:00+00:00,5,1,Sunday,0
Market Street,2025-02-09 01:00:00+00:00,35,1,Sunday,0
Park Street,2025-02-09 01:00:00+00:00,854,1,Sunday,0
Bridge Street,2025-02-09 00:00:00+00:00,143,0,Sunday,0
Elizabeth Street,2025-02-09 00:00:00+00:00,19,0,Sunday,0
Market Street,2025-02-09 00:00:00+00:00,76,0,Sunday,0
Park Street,2025-02-09 00:00:00+00:00,687,0,Sunday,0
Park Street,2025-02-08 23:00:00+00:00,663,23,Saturday,6
Bridge Street,2025-02-08 23:00:00+00:00,168,23,Saturday,6
Elizabeth Street,2025-02-08 23:00:00+00:00,9,23,Saturday,6
Market Street,2025-02-08 23:00:00+00:00,94,23,Saturday,6
Park Street,2025-02-08 22:00:00+00:00,938,22,Saturday,6
Market Street,2025-02-08 22:00:00+00:00,132,22,Saturday,6
Elizabeth Street,2025-02-08 22:00:00+00:00,11,22,Saturday,6
Bridge Street,2025-02-08 22:00:00+00:00,159,22,Saturday,6
Elizabeth Street,2025-02-08 01:00:00+00:00,13,1,Saturday,6
Market Street,2025-02-08 01:00:00+00:00,42,1,Saturday,6
Park Street,2025-02-08 01:00:00+00:00,628,1,Saturday,6
Bridge Street,2025-02-08 01:00:00+00:00,93,1,Saturday,6
Elizabeth Street,2025-02-08 00:00:00+00:00,33,0,Saturday,6
Bridge Street,2025-02-08 00:00:00+00:00,180,0,Saturday,6
Market Street,2025-02-08 00:00:00+00:00,88,0,Saturday,6
Park Street,2025-02-08 00:00:00+00:00,668,0,Saturday,6
Bridge Street,2025-02-07 23:00:00+00:00,316,23,Friday,5
Elizabeth Street,2025-02-07 23:00:00+00:00,58,23,Friday,5
Market Street,2025-02-07 23:00:00+00:00,195,23,Friday,5
Park Street,2025-02-07 23:00:00+00:00,1099,23,Friday,5
Bridge Street,2025-02-07 22:00:00+00:00,442,22,Friday,5
Elizabeth Street,2025-02-07 22:00:00+00:00,94,22,Friday,5
Market Street,2025-02-07 22:00:00+00:00,390,22,Friday,5
Park Street,2025-02-07 22:00:00+00:00,1668,22,Friday,5
Park Street,2025-02-02 01:00:00+00:00,531,1,Sunday,0
Market Street,2025-02-02 01:00:00+00:00,47,1,Sunday,0
Elizabeth Street,2025-02-02 01:00:00+00:00,31,1,Sunday,0
Bridge Street,2025-02-02 01:00:00+00:00,142,1,Sunday,0
Bridge Street,2025-02-02 00:00:00+00:00,149,0,Sunday,0
Park Street,2025-02-02 00:00:00+00:00,378,0,Sunday,0
Market Street,2025-02-02 00:00:00+00:00,182,0,Sunday,0
Elizabeth Street,2025-02-02 00:00:00+00:00,30,0,Sunday,0
Park Street,2025-02-01 23:00:00+00:00,402,23,Saturday,6
Market Street,2025-02-01 23:00:00+00:00,322,23,Saturday,6
Elizabeth Street,2025-02-01 23:00:00+00:00,67,23,Saturday,6
Bridge Street,2025-02-01 23:00:00+00:00,323,23,Saturday,6
Bridge Street,2025-02-01 22:00:00+00:00,291,22,Saturday,6
Park Street,2025-02-01 22:00:00+00:00,792,22,Saturday,6
Market Street,2025-02-01 22:00:00+00:00,479,22,Saturday,6
Elizabeth Street,2025-02-01 22:00:00+00:00,60,22,Saturday,6
Park Street,2025-02-01 01:00:00+00:00,518,1,Saturday,6
Elizabeth Street,2025-02-01 01:00:00+00:00,23,1,Saturday,6
Bridge Street,2025-02-01 01:00:00+00:00,104,1,Saturday,6
Market Street,2025-02-01 01:00:00+00:00,38,1,Saturday,6
Park Street,2025-02-01 00:00:00+00:00,329,0,Saturday,6
Market Street,2025-02-01 00:00:00+00:00,118,0,Saturday,6
Elizabeth Street,2025-02-01 00:00:00+00:00,25,0,Saturday,6
Bridge Street,2025-02-01 00:00:00+00:00,141,0,Saturday,6
Elizabeth Street,2025-01-31 23:00:00+00:00,44,23,Friday,5
Bridge Street,2025-01-31 23:00:00+00:00,240,23,Friday,5
Park Street,2025-01-31 23:00:00+00:00,371,23,Friday,5
Market Street,2025-01-31 23:00:00+00:00,212,23,Friday,5
Elizabeth Street,2025-01-31 22:00:00+00:00,69,22,Friday,5
Bridge Street,2025-01-31 22:00:00+00:00,397,22,Friday,5
Market Street,2025-01-31 22:00:00+00:00,393,22,Friday,5
Park Street,2025-01-31 22:00:00+00:00,737,22,Friday,5
Park Street,2025-01-26 01:00:00+00:00,760,1,Sunday,0
Market Street,2025-01-26 01:00:00+00:00,63,1,Sunday,0
Bridge Street,2025-01-26 01:00:00+00:00,98,1,Sunday,0
Elizabeth Street,2025-01-26 01:00:00+00:00,15,1,Sunday,0
Park Street,2025-01-26 00:00:00+00:00,809,0,Sunday,0
Market Street,2025-01-26 00:00:00+00:00,132,0,Sunday,0
Elizabeth Street,2025-01-26 00:00:00+00:00,16,0,Sunday,0
Bridge Street,2025-01-26 00:00:00+00:00,186,0,Sunday,0
Park Street,2025-01-25 23:00:00+00:00,1006,23,Saturday,6
Market Street,2025-01-25 23:00:00+00:00,290,23,Saturday,6
Elizabeth Street,2025-01-25 23:00:00+00:00,44,23,Saturday,6
Bridge Street,2025-01-25 23:00:00+00:00,220,23,Saturday,6
Bridge Street,2025-01-25 22:00:00+00:00,300,22,Saturday,6
Park Street,2025-01-25 22:00:00+00:00,1504,22,Saturday,6
Market Street,2025-01-25 22:00:00+00:00,419,22,Saturday,6
Elizabeth Street,2025-01-25 22:00:00+00:00,64,22,Saturday,6
Park Street,2025-01-25 01:00:00+00:00,585,1,Saturday,6
Market Street,2025-01-25 01:00:00+00:00,29,1,Saturday,6
Bridge Street,2025-01-25 01:00:00+00:00,61,1,Saturday,6
Elizabeth Street,2025-01-25 01:00:00+00:00,12,1,Saturday,6
Park Street,2025-01-25 00:00:00+00:00,626,0,Saturday,6
Market Street,2025-01-25 00:00:00+00:00,87,0,Saturday,6
Elizabeth Street,2025-01-25 00:00:00+00:00,17,0,Saturday,6
Bridge Street,2025-01-25 00:00:00+00:00,170,0,Saturday,6
Park Street,2025-01-24 23:00:00+00:00,1041,23,Friday,5
Market Street,2025-01-24 23:00:00+00:00,228,23,Friday,5
Elizabeth Street,2025-01-24 23:00:00+00:00,24,23,Friday,5
Bridge Street,2025-01-24 23:00:00+00:00,219,23,Friday,5
Park Street,2025-01-24 22:00:00+00:00,1704,22,Friday,5
Bridge Street,2025-01-24 22:00:00+00:00,306,22,Friday,5
Market Street,2025-01-24 22:00:00+00:00,274,22,Friday,5
Elizabeth Street,2025-01-24 22:00:00+00:00,72,22,Friday,5
Bridge Street,2025-01-19 01:00:00+00:00,74,1,Sunday,0
Elizabeth Street,2025-01-19 01:00:00+00:00,3,1,Sunday,0
Park Street,2025-01-19 01:00:00+00:00,900,1,Sunday,0
Market Street,2025-01-19 01:00:00+00:00,29,1,Sunday,0
Park Street,2025-01-19 00:00:00+00:00,884,0,Sunday,0
Elizabeth Street,2025-01-19 00:00:00+00:00,25,0,Sunday,0
Bridge Street,2025-01-19 00:00:00+00:00,145,0,Sunday,0
Market Street,2025-01-19 00:00:00+00:00,95,0,Sunday,0
Park Street,2025-01-18 23:00:00+00:00,860,23,Saturday,6
Market Street,2025-01-18 23:00:00+00:00,198,23,Saturday,6
Elizabeth Street,2025-01-18 23:00:00+00:00,30,23,Saturday,6
Bridge Street,2025-01-18 23:00:00+00:00,268,23,Saturday,6
Park Street,2025-01-18 22:00:00+00:00,1126,22,Saturday,6
Market Street,2025-01-18 22:00:00+00:00,253,22,Saturday,6
Elizabeth Street,2025-01-18 22:00:00+00:00,27,22,Saturday,6
Bridge Street,2025-01-18 22:00:00+00:00,239,22,Saturday,6
Elizabeth Street,2025-01-18 01:00:00+00:00,3,1,Saturday,6
Park Street,2025-01-18 01:00:00+00:00,463,1,Saturday,6
Market Street,2025-01-18 01:00:00+00:00,9,1,Saturday,6
Bridge Street,2025-01-18 01:00:00+00:00,39,1,Saturday,6
Market Street,2025-01-18 00:00:00+00:00,15,0,Saturday,6
Elizabeth Street,2025-01-18 00:00:00+00:00,3,0,Saturday,6
Bridge Street,2025-01-18 00:00:00+00:00,46,0,Saturday,6
Park Street,2025-01-18 00:00:00+00:00,616,0,Saturday,6
Park Street,2025-01-17 23:00:00+00:00,564,23,Friday,5
Market Street,2025-01-17 23:00:00+00:00,44,23,Friday,5
Elizabeth Street,2025-01-17 23:00:00+00:00,5,23,Friday,5
Bridge Street,2025-01-17 23:00:00+00:00,113,23,Friday,5
Elizabeth Street,2025-01-17 22:00:00+00:00,4,22,Friday,5
Bridge Street,2025-01-17 22:00:00+00:00,72,22,Friday,5
Park Street,2025-01-17 22:00:00+00:00,689,22,Friday,5
Market Street,2025-01-17 22:00:00+00:00,40,22,Friday,5
Bridge Street,2025-01-12 01:00:00+00:00,172,1,Sunday,0
Elizabeth Street,2025-01-12 01:00:00+00:00,9,1,Sunday,0
Market Street,2025-01-12 01:00:00+00:00,55,1,Sunday,0
Park Street,2025-01-12 01:00:00+00:00,739,1,Sunday,0
Park Street,2025-01-12 00:00:00+00:00,711,0,Sunday,0
Market Street,2025-01-12 00:00:00+00:00,108,0,Sunday,0
Elizabeth Street,2025-01-12 00:00:00+00:00,17,0,Sunday,0
Bridge Street,2025-01-12 00:00:00+00:00,159,0,Sunday,0
Market Street,2025-01-11 23:00:00+00:00,216,23,Saturday,6
Park Street,2025-01-11 23:00:00+00:00,984,23,Saturday,6
Elizabeth Street,2025-01-11 23:00:00+00:00,50,23,Saturday,6
Bridge Street,2025-01-11 23:00:00+00:00,226,23,Saturday,6
Park Street,2025-01-11 22:00:00+00:00,1434,22,Saturday,6
Elizabeth Street,2025-01-11 22:00:00+00:00,54,22,Saturday,6
Bridge Street,2025-01-11 22:00:00+00:00,291,22,Saturday,6
