Location_Name,Date,TotalCount,Hour,Day,DayNo
Park Street,2023-07-16 00:00:00+00:00,789,0,Sunday,0
Market Street,2023-07-16 00:00:00+00:00,488,0,Sunday,0
Elizabeth Street,2023-07-16 00:00:00+00:00,104,0,Sunday,0
Bridge Street,2023-07-15 23:00:00+00:00,292,23,Saturday,6
Elizabeth Street,2023-07-15 23:00:00+00:00,171,23,Saturday,6
Market Street,2023-07-15 23:00:00+00:00,695,23,Saturday,6
Park Street,2023-07-15 23:00:00+00:00,837,23,Saturday,6
Elizabeth Street,2023-07-15 22:00:00+00:00,252,22,Saturday,6
Bridge Street,2023-07-15 22:00:00+00:00,396,22,Saturday,6
Park Street,2023-07-15 22:00:00+00:00,1278,22,Saturday,6
Market Street,2023-07-15 22:00:00+00:00,1123,22,Saturday,6
Park Street,2023-07-15 01:00:00+00:00,713,1,Saturday,6
Market Street,2023-07-15 01:00:00+00:00,263,1,Saturday,6
Elizabeth Street,2023-07-15 01:00:00+00:00,71,1,Saturday,6
Bridge Street,2023-07-15 01:00:00+00:00,96,1,Saturday,6
Park Street,2023-07-15 00:00:00+00:00,645,0,Saturday,6
Bridge Street,2023-07-15 00:00:00+00:00,122,0,Saturday,6
Elizabeth Street,2023-07-15 00:00:00+00:00,105,0,Saturday,6
Market Street,2023-07-15 00:00:00+00:00,401,0,Saturday,6
Bridge Street,2023-07-14 23:00:00+00:00,298,23,Friday,5
Elizabeth Street,2023-07-14 23:00:00+00:00,137,23,Friday,5
Market Street,2023-07-14 23:00:00+00:00,663,23,Friday,5
Park Street,2023-07-14 23:00:00+00:00,778,23,Friday,5
Park Street,2023-07-14 22:00:00+00:00,1482,22,Friday,5
Market Street,2023-07-14 22:00:00+00:00,1145,22,Friday,5
Elizabeth Street,2023-07-14 22:00:00+00:00,329,22,Friday,5
Bridge Street,2023-07-14 22:00:00+00:00,447,22,Friday,5
Bridge Street,2023-07-09 01:00:00+00:00,84,1,Sunday,0
Market Street,2023-07-09 01:00:00+00:00,207,1,Sunday,0
Elizabeth Street,2023-07-09 01:00:00+00:00,56,1,Sunday,0
Park Street,2023-07-09 01:00:00+00:00,724,1,Sunday,0
Elizabeth Street,2023-07-09 00:00:00+00:00,87,0,Sunday,0
Park Street,2023-07-09 00:00:00+00:00,732,0,Sunday,0
Market Street,2023-07-09 00:00:00+00:00,367,0,Sunday,0
Bridge Street,2023-07-09 00:00:00+00:00,80,0,Sunday,0
Park Street,2023-07-08 23:00:00+00:00,816,23,Saturday,6
Elizabeth Street,2023-07-08 23:00:00+00:00,159,23,Saturday,6
Bridge Street,2023-07-08 23:00:00+00:00,202,23,Saturday,6
Market Street,2023-07-08 23:00:00+00:00,602,23,Saturday,6
Bridge Street,2023-07-08 22:00:00+00:00,283,22,Saturday,6
Elizabeth Street,2023-07-08 22:00:00+00:00,270,22,Saturday,6
Market Street,2023-07-08 22:00:00+00:00,945,22,Saturday,6
Park Street,2023-07-08 22:00:00+00:00,1111,22,Saturday,6
Bridge Street,2023-07-08 01:00:00+00:00,125,1,Saturday,6
Market Street,2023-07-08 01:00:00+00:00,177,1,Saturday,6
Park Street,2023-07-08 01:00:00+00:00,539,1,Saturday,6
Elizabeth Street,2023-07-08 01:00:00+00:00,43,1,Saturday,6
Park Street,2023-07-08 00:00:00+00:00,568,0,Saturday,6
Market Street,2023-07-08 00:00:00+00:00,361,0,Saturday,6
Elizabeth Street,2023-07-08 00:00:00+00:00,70,0,Saturday,6
Bridge Street,2023-07-08 00:00:00+00:00,167,0,Saturday,6
Bridge Street,2023-07-07 23:00:00+00:00,265,23,Friday,5
Park Street,2023-07-07 23:00:00+00:00,754,23,Friday,5
Market Street,2023-07-07 23:00:00+00:00,584,23,Friday,5
Elizabeth Street,2023-07-07 23:00:00+00:00,135,23,Friday,5
Elizabeth Street,2023-07-07 22:00:00+00:00,211,22,Friday,5
Bridge Street,2023-07-07 22:00:00+00:00,454,22,Friday,5
Park Street,2023-07-07 22:00:00+00:00,1280,22,Friday,5
Market Street,2023-07-07 22:00:00+00:00,919,22,Friday,5
Market Street,2023-07-02 01:00:00+00:00,236,1,Sunday,0
Elizabeth Street,2023-07-02 01:00:00+00:00,24,1,Sunday,0
Bridge Street,2023-07-02 01:00:00+00:00,68,1,Sunday,0
Park Street,2023-07-02 01:00:00+00:00,931,1,Sunday,0
Elizabeth Street,2023-07-02 00:00:00+00:00,33,0,Sunday,0
Bridge Street,2023-07-02 00:00:00+00:00,88,0,Sunday,0
Market Street,2023-07-02 00:00:00+00:00,444,0,Sunday,0
Park Street,2023-07-02 00:00:00+00:00,735,0,Sunday,0
Park Street,2023-07-01 23:00:00+00:00,847,23,Saturday,6
Market Street,2023-07-01 23:00:00+00:00,589,23,Saturday,6
Elizabeth Street,2023-07-01 23:00:00+00:00,137,23,Saturday,6
Bridge Street,2023-07-01 23:00:00+00:00,180,23,Saturday,6
Bridge Street,2023-07-01 22:00:00+00:00,246,22,Saturday,6
Park Street,2023-07-01 22:00:00+00:00,1213,22,Saturday,6
Market Street,2023-07-01 22:00:00+00:00,1007,22,Saturday,6
Elizabeth Street,2023-07-01 22:00:00+00:00,104,22,Saturday,6
Market Street,2023-07-01 01:00:00+00:00,204,1,Saturday,6
Park Street,2023-07-01 01:00:00+00:00,753,1,Saturday,6
Bridge Street,2023-07-01 01:00:00+00:00,98,1,Saturday,6
Elizabeth Street,2023-07-01 01:00:00+00:00,33,1,Saturday,6
Park Street,2023-07-01 00:00:00+00:00,673,0,Saturday,6
Market Street,2023-07-01 00:00:00+00:00,400,0,Saturday,6
Elizabeth Street,2023-07-01 00:00:00+00:00,87,0,Saturday,6
Bridge Street,2023-07-01 00:00:00+00:00,162,0,Saturday,6
Park Street,2023-06-30 23:00:00+00:00,1087,23,Friday,5
Market Street,2023-06-30 23:00:00+00:00,689,23,Friday,5
Elizabeth Street,2023-06-30 23:00:00+00:00,96,23,Friday,5
Bridge Street,2023-06-30 23:00:00+00:00,253,23,Friday,5
Elizabeth Street,2023-06-30 22:00:00+00:00,121,22,Friday,5
Bridge Street,2023-06-30 22:00:00+00:00,339,22,Friday,5
Park Street,2023-06-30 22:00:00+00:00,1304,22,Friday,5
Market Street,2023-06-30 22:00:00+00:00,1245,22,Friday,5
Park Street,2023-06-25 01:00:00+00:00,865,1,Sunday,0
Market Street,2023-06-25 01:00:00+00:00,287,1,Sunday,0
Elizabeth Street,2023-06-25 01:00:00+00:00,13,1,Sunday,0
Bridge Street,2023-06-25 01:00:00+00:00,85,1,Sunday,0
Park Street,2023-06-25 00:00:00+00:00,821,0,Sunday,0
Market Street,2023-06-25 00:00:00+00:00,443,0,Sunday,0
Bridge Street,2023-06-25 00:00:00+00:00,197,0,Sunday,0
Elizabeth Street,2023-06-25 00:00:00+00:00,50,0,Sunday,0
Elizabeth Street,2023-06-24 23:00:00+00:00,95,23,Saturday,6
Park Street,2023-06-24 23:00:00+00:00,1167,23,Saturday,6
Market Street,2023-06-24 23:00:00+00:00,584,23,Saturday,6
Bridge Street,2023-06-24 23:00:00+00:00,333,23,Saturday,6
Park Street,2023-06-24 22:00:00+00:00,1509,22,Saturday,6
Market Street,2023-06-24 22:00:00+00:00,909,22,Saturday,6
Elizabeth Street,2023-06-24 22:00:00+00:00,150,22,Saturday,6
Bridge Street,2023-06-24 22:00:00+00:00,385,22,Saturday,6
Elizabeth Street,2023-06-24 01:00:00+00:00,26,1,Saturday,6
Bridge Street,2023-06-24 01:00:00+00:00,148,1,Saturday,6
Market Street,2023-06-24 01:00:00+00:00,217,1,Saturday,6
Park Street,2023-06-24 01:00:00+00:00,694,1,Saturday,6
Bridge Street,2023-06-24 00:00:00+00:00,174,0,Saturday,6
Elizabeth Street,2023-06-24 00:00:00+00:00,43,0,Saturday,6
Market Street,2023-06-24 00:00:00+00:00,311,0,Saturday,6
Park Street,2023-06-24 00:00:00+00:00,584,0,Saturday,6
Market Street,2023-06-23 23:00:00+00:00,664,23,Friday,5
Bridge Street,2023-06-23 23:00:00+00:00,258,23,Friday,5
Elizabeth Street,2023-06-23 23:00:00+00:00,88,23,Friday,5
Park Street,2023-06-23 23:00:00+00:00,860,23,Friday,5
Park Street,2023-06-23 22:00:00+00:00,1402,22,Friday,5
Bridge Street,2023-06-23 22:00:00+00:00,242,22,Friday,5
Elizabeth Street,2023-06-23 22:00:00+00:00,84,22,Friday,5
Market Street,2023-06-23 22:00:00+00:00,1002,22,Friday,5
Market Street,2023-06-18 01:00:00+00:00,280,1,Sunday,0
Park Street,2023-06-18 01:00:00+00:00,925,1,Sunday,0
Elizabeth Street,2023-06-18 01:00:00+00:00,25,1,Sunday,0
Bridge Street,2023-06-18 01:00:00+00:00,73,1,Sunday,0
Market Street,2023-06-18 00:00:00+00:00,551,0,Sunday,0
Elizabeth Street,2023-06-18 00:00:00+00:00,54,0,Sunday,0
Bridge Street,2023-06-18 00:00:00+00:00,260,0,Sunday,0
Park Street,2023-06-18 00:00:00+00:00,715,0,Sunday,0
Park Street,2023-06-17 23:00:00+00:00,1402,23,Saturday,6
Market Street,2023-06-17 23:00:00+00:00,1304,23,Saturday,6
Elizabeth Street,2023-06-17 23:00:00+00:00,140,23,Saturday,6
Bridge Street,2023-06-17 23:00:00+00:00,422,23,Saturday,6
Elizabeth Street,2023-06-17 22:00:00+00:00,188,22,Saturday,6
Bridge Street,2023-06-17 22:00:00+00:00,608,22,Saturday,6
Park Street,2023-06-17 22:00:00+00:00,1714,22,Saturday,6
Market Street,2023-06-17 22:00:00+00:00,1747,22,Saturday,6
Park Street,2023-06-17 01:00:00+00:00,758,1,Saturday,6
Bridge Street,2023-06-17 01:00:00+00:00,88,1,Saturday,6
Market Street,2023-06-17 01:00:00+00:00,267,1,Saturday,6
Elizabeth Street,2023-06-17 01:00:00+00:00,33,1,Saturday,6
Bridge Street,2023-06-17 00:00:00+00:00,195,0,Saturday,6
Elizabeth Street,2023-06-17 00:00:00+00:00,81,0,Saturday,6
Market Street,2023-06-17 00:00:00+00:00,504,0,Saturday,6
Park Street,2023-06-17 00:00:00+00:00,761,0,Saturday,6
Park Street,2023-06-16 23:00:00+00:00,1098,23,Friday,5
Market Street,2023-06-16 23:00:00+00:00,996,23,Friday,5
Elizabeth Street,2023-06-16 23:00:00+00:00,100,23,Friday,5
Bridge Street,2023-06-16 23:00:00+00:00,506,23,Friday,5
Market Street,2023-06-16 22:00:00+00:00,1638,22,Friday,5
Park Street,2023-06-16 22:00:00+00:00,1448,22,Friday,5
Bridge Street,2023-06-16 22:00:00+00:00,750,22,Friday,5
Elizabeth Street,2023-06-16 22:00:00+00:00,171,22,Friday,5
Park Street,2023-06-11 01:00:00+00:00,890,1,Sunday,0
Market Street,2023-06-11 01:00:00+00:00,270,1,Sunday,0
Elizabeth Street,2023-06-11 01:00:00+00:00,51,1,Sunday,0
Bridge Street,2023-06-11 01:00:00+00:00,74,1,Sunday,0
Park Street,2023-06-11 00:00:00+00:00,905,0,Sunday,0
Market Street,2023-06-11 00:00:00+00:00,544,0,Sunday,0
Elizabeth Street,2023-06-11 00:00:00+00:00,114,0,Sunday,0
Bridge Street,2023-06-11 00:00:00+00:00,228,0,Sunday,0
Elizabeth Street,2023-06-10 23:00:00+00:00,217,23,Saturday,6
Park Street,2023-06-10 23:00:00+00:00,1320,23,Saturday,6
Market Street,2023-06-10 23:00:00+00:00,1147,23,Saturday,6
Bridge Street,2023-06-10 23:00:00+00:00,501,23,Saturday,6
Bridge Street,2023-06-10 22:00:00+00:00,821,22,Saturday,6
Elizabeth Street,2023-06-10 22:00:00+00:00,311,22,Saturday,6
Market Street,2023-06-10 22:00:00+00:00,2232,22,Saturday,6
Park Street,2023-06-10 22:00:00+00:00,1951,22,Saturday,6
Bridge Street,2023-06-10 01:00:00+00:00,82,1,Saturday,6
Elizabeth Street,2023-06-10 01:00:00+00:00,50,1,Saturday,6
Market Street,2023-06-10 01:00:00+00:00,213,1,Saturday,6
Park Street,2023-06-10 01:00:00+00:00,670,1,Saturday,6
Elizabeth Street,2023-06-10 00:00:00+00:00,74,0,Saturday,6
Bridge Street,2023-06-10 00:00:00+00:00,166,0,Saturday,6
Park Street,2023-06-10 00:00:00+00:00,693,0,Saturday,6
Market Street,2023-06-10 00:00:00+00:00,426,0,Saturday,6
Park Street,2023-06-09 23:00:00+00:00,1180,23,Friday,5
Market Street,2023-06-09 23:00:00+00:00,862,23,Friday,5
Elizabeth Street,2023-06-09 23:00:00+00:00,182,23,Friday,5
Bridge Street,2023-06-09 23:00:00+00:00,389,23,Friday,5
Market Street,2023-06-09 22:00:00+00:00,1483,22,Friday,5
Bridge Street,2023-06-09 22:00:00+00:00,538,22,Friday,5
Elizabeth Street,2023-06-09 22:00:00+00:00,322,22,Friday,5
Park Street,2023-06-09 22:00:00+00:00,1688,22,Friday,5
Elizabeth Street,2023-06-04 01:00:00+00:00,37,1,Sunday,0
Market Street,2023-06-04 01:00:00+00:00,273,1,Sunday,0
Park Street,2023-06-04 01:00:00+00:00,903,1,Sunday,0
Bridge Street,2023-06-04 01:00:00+00:00,112,1,Sunday,0
Park Street,2023-06-04 00:00:00+00:00,1004,0,Sunday,0
Bridge Street,2023-06-04 00:00:00+00:00,209,0,Sunday,0
Elizabeth Street,2023-06-04 00:00:00+00:00,107,0,Sunday,0
Market Street,2023-06-04 00:00:00+00:00,671,0,Sunday,0
Bridge Street,2023-06-03 23:00:00+00:00,617,23,Saturday,6
Market Street,2023-06-03 23:00:00+00:00,1332,23,Saturday,6
Park Street,2023-06-03 23:00:00+00:00,1520,23,Saturday,6
Elizabeth Street,2023-06-03 23:00:00+00:00,144,23,Saturday,6
Elizabeth Street,2023-06-03 22:00:00+00:00,236,22,Saturday,6
Market Street,2023-06-03 22:00:00+00:00,2300,22,Saturday,6
Park Street,2023-06-03 22:00:00+00:00,1774,22,Saturday,6
Bridge Street,2023-06-03 22:00:00+00:00,1078,22,Saturday,6
Market Street,2023-06-03 01:00:00+00:00,260,1,Saturday,6
Park Street,2023-06-03 01:00:00+00:00,827,1,Saturday,6
Elizabeth Street,2023-06-03 01:00:00+00:00,41,1,Saturday,6
Bridge Street,2023-06-03 01:00:00+00:00,118,1,Saturday,6
Bridge Street,2023-06-03 00:00:00+00:00,200,0,Saturday,6
Elizabeth Street,2023-06-03 00:00:00+00:00,28,0,Saturday,6
Market Street,2023-06-03 00:00:00+00:00,430,0,Saturday,6
Park Street,2023-06-03 00:00:00+00:00,722,0,Saturday,6
Bridge Street,2023-06-02 23:00:00+00:00,426,23,Friday,5
Elizabeth Street,2023-06-02 23:00:00+00:00,110,23,Friday,5
Market Street,2023-06-02 23:00:00+00:00,1086,23,Friday,5
Park Street,2023-06-02 23:00:00+00:00,1319,23,Friday,5
Bridge Street,2023-06-02 22:00:00+00:00,702,22,Friday,5
Elizabeth Street,2023-06-02 22:00:00+00:00,134,22,Friday,5
Market Street,2023-06-02 22:00:00+00:00,1752,22,Friday,5
Park Street,2023-06-02 22:00:00+00:00,1651,22,Friday,5
Park Street,2023-05-28 01:00:00+00:00,1055,1,Sunday,0
Elizabeth Street,2023-05-28 01:00:00+00:00,70,1,Sunday,0
Market Street,2023-05-28 01:00:00+00:00,243,1,Sunday,0
Bridge Street,2023-05-28 01:00:00+00:00,68,1,Sunday,0
Park Street,2023-05-28 00:00:00+00:00,829,0,Sunday,0
Market Street,2023-05-28 00:00:00+00:00,501,0,Sunday,0
Elizabeth Street,2023-05-28 00:00:00+00:00,124,0,Sunday,0
Bridge Street,2023-05-28 00:00:00+00:00,204,0,Sunday,0
Park Street,2023-05-27 23:00:00+00:00,1273,23,Saturday,6
Market Street,2023-05-27 23:00:00+00:00,806,23,Saturday,6
Elizabeth Street,2023-05-27 23:00:00+00:00,155,23,Saturday,6
Bridge Street,2023-05-27 23:00:00+00:00,411,23,Saturday,6
Market Street,2023-05-27 22:00:00+00:00,1787,22,Saturday,6
Elizabeth Street,2023-05-27 22:00:00+00:00,312,22,Saturday,6
Bridge Street,2023-05-27 22:00:00+00:00,696,22,Saturday,6
Park Street,2023-05-27 22:00:00+00:00,1711,22,Saturday,6
Park Street,2023-05-27 01:00:00+00:00,800,1,Saturday,6
Bridge Street,2023-05-27 01:00:00+00:00,93,1,Saturday,6
Elizabeth Street,2023-05-27 01:00:00+00:00,48,1,Saturday,6
Market Street,2023-05-27 01:00:00+00:00,185,1,Saturday,6
Bridge Street,2023-05-27 00:00:00+00:00,174,0,Saturday,6
Elizabeth Street,2023-05-27 00:00:00+00:00,85,0,Saturday,6
Market Street,2023-05-27 00:00:00+00:00,312,0,Saturday,6
Park Street,2023-05-27 00:00:00+00:00,891,0,Saturday,6
Elizabeth Street,2023-05-26 23:00:00+00:00,183,23,Friday,5
Market Street,2023-05-26 23:00:00+00:00,1086,23,Friday,5
Park Street,2023-05-26 23:00:00+00:00,1388,23,Friday,5
Bridge Street,2023-05-26 23:00:00+00:00,428,23,Friday,5
Market Street,2023-05-26 22:00:00+00:00,1287,22,Friday,5
Bridge Street,2023-05-26 22:00:00+00:00,635,22,Friday,5
Elizabeth Street,2023-05-26 22:00:00+00:00,205,22,Friday,5
Park Street,2023-05-26 22:00:00+00:00,1467,22,Friday,5
Bridge Street,2023-05-21 01:00:00+00:00,92,1,Sunday,0
Park Street,2023-05-21 01:00:00+00:00,637,1,Sunday,0
Market Street,2023-05-21 01:00:00+00:00,207,1,Sunday,0
Elizabeth Street,2023-05-21 01:00:00+00:00,55,1,Sunday,0
Bridge Street,2023-05-21 00:00:00+00:00,134,0,Sunday,0
Park Street,2023-05-21 00:00:00+00:00,552,0,Sunday,0
Market Street,2023-05-21 00:00:00+00:00,458,0,Sunday,0
Elizabeth Street,2023-05-21 00:00:00+00:00,100,0,Sunday,0
Market Street,2023-05-20 23:00:00+00:00,617,23,Saturday,6
Park Street,2023-05-20 23:00:00+00:00,621,23,Saturday,6
Elizabeth Street,2023-05-20 23:00:00+00:00,142,23,Saturday,6
Bridge Street,2023-05-20 23:00:00+00:00,222,23,Saturday,6
Park Street,2023-05-20 22:00:00+00:00,1030,22,Saturday,6
Market Street,2023-05-20 22:00:00+00:00,874,22,Saturday,6
Elizabeth Street,2023-05-20 22:00:00+00:00,220,22,Saturday,6
Bridge Street,2023-05-20 22:00:00+00:00,229,22,Saturday,6
Market Street,2023-05-20 01:00:00+00:00,118,1,Saturday,6
Park Street,2023-05-20 01:00:00+00:00,249,1,Saturday,6
Bridge Street,2023-05-20 01:00:00+00:00,76,1,Saturday,6
Elizabeth Street,2023-05-20 01:00:00+00:00,56,1,Saturday,6
Bridge Street,2023-05-20 00:00:00+00:00,129,0,Saturday,6
Market Street,2023-05-20 00:00:00+00:00,262,0,Saturday,6
Park Street,2023-05-20 00:00:00+00:00,375,0,Saturday,6
Elizabeth Street,2023-05-20 00:00:00+00:00,64,0,Saturday,6
Park Street,2023-05-19 23:00:00+00:00,623,23,Friday,5
Market Street,2023-05-19 23:00:00+00:00,676,23,Friday,5
Elizabeth Street,2023-05-19 23:00:00+00:00,133,23,Friday,5
Bridge Street,2023-05-19 23:00:00+00:00,222,23,Friday,5
Bridge Street,2023-05-19 22:00:00+00:00,354,22,Friday,5
Elizabeth Street,2023-05-19 22:00:00+00:00,187,22,Friday,5
Market Street,2023-05-19 22:00:00+00:00,1065,22,Friday,5
Park Street,2023-05-19 22:00:00+00:00,1176,22,Friday,5
Park Street,2023-05-14 01:00:00+00:00,460,1,Sunday,0
Elizabeth Street,2023-05-14 01:00:00+00:00,21,1,Sunday,0
Bridge Street,2023-05-14 01:00:00+00:00,61,1,Sunday,0
Market Street,2023-05-14 01:00:00+00:00,169,1,Sunday,0
Elizabeth Street,2023-05-14 00:00:00+00:00,89,0,Sunday,0
Bridge Street,2023-05-14 00:00:00+00:00,110,0,Sunday,0
Market Street,2023-05-14 00:00:00+00:00,327,0,Sunday,0
Park Street,2023-05-14 00:00:00+00:00,501,0,Sunday,0
Park Street,2023-05-13 23:00:00+00:00,656,23,Saturday,6
Elizabeth Street,2023-05-13 23:00:00+00:00,133,23,Saturday,6
Bridge Street,2023-05-13 23:00:00+00:00,139,23,Saturday,6
Market Street,2023-05-13 23:00:00+00:00,576,23,Saturday,6
Park Street,2023-05-13 22:00:00+00:00,1002,22,Saturday,6
Market Street,2023-05-13 22:00:00+00:00,785,22,Saturday,6
Elizabeth Street,2023-05-13 22:00:00+00:00,218,22,Saturday,6
Bridge Street,2023-05-13 22:00:00+00:00,263,22,Saturday,6
Elizabeth Street,2023-05-13 01:00:00+00:00,25,1,Saturday,6
Bridge Street,2023-05-13 01:00:00+00:00,101,1,Saturday,6
Market Street,2023-05-13 01:00:00+00:00,188,1,Saturday,6
Park Street,2023-05-13 01:00:00+00:00,289,1,Saturday,6
Market Street,2023-05-13 00:00:00+00:00,339,0,Saturday,6
Elizabeth Street,2023-05-13 00:00:00+00:00,37,0,Saturday,6
Bridge Street,2023-05-13 00:00:00+00:00,177,0,Saturday,6
Park Street,2023-05-13 00:00:00+00:00,414,0,Saturday,6
Park Street,2023-05-12 23:00:00+00:00,660,23,Friday,5
Market Street,2023-05-12 23:00:00+00:00,675,23,Friday,5
Elizabeth Street,2023-05-12 23:00:00+00:00,143,23,Friday,5
Bridge Street,2023-05-12 23:00:00+00:00,289,23,Friday,5
Elizabeth Street,2023-05-12 22:00:00+00:00,143,22,Friday,5
Bridge Street,2023-05-12 22:00:00+00:00,236,22,Friday,5
Park Street,2023-05-12 22:00:00+00:00,1100,22,Friday,5
Market Street,2023-05-12 22:00:00+00:00,897,22,Friday,5
Park Street,2023-05-07 01:00:00+00:00,425,1,Sunday,0
Market Street,2023-05-07 01:00:00+00:00,279,1,Sunday,0
Elizabeth Street,2023-05-07 01:00:00+00:00,42,1,Sunday,0
Bridge Street,2023-05-07 01:00:00+00:00,118,1,Sunday,0
Bridge Street,2023-05-07 00:00:00+00:00,138,0,Sunday,0
Elizabeth Street,2023-05-07 00:00:00+00:00,55,0,Sunday,0
Market Street,2023-05-07 00:00:00+00:00,441,0,Sunday,0
Park Street,2023-05-07 00:00:00+00:00,433,0,Sunday,0
Park Street,2023-05-06 23:00:00+00:00,660,23,Saturday,6
Market Street,2023-05-06 23:00:00+00:00,563,23,Saturday,6
Elizabeth Street,2023-05-06 23:00:00+00:00,114,23,Saturday,6
Bridge Street,2023-05-06 23:00:00+00:00,198,23,Saturday,6
Park Street,2023-05-06 22:00:00+00:00,999,22,Saturday,6
Market Street,2023-05-06 22:00:00+00:00,1030,22,Saturday,6
Elizabeth Street,2023-05-06 22:00:00+00:00,106,22,Saturday,6
Bridge Street,2023-05-06 22:00:00+00:00,316,22,Saturday,6
Park Street,2023-05-06 01:00:00+00:00,420,1,Saturday,6
Market Street,2023-05-06 01:00:00+00:00,201,1,Saturday,6
Elizabeth Street,2023-05-06 01:00:00+00:00,25,1,Saturday,6
Bridge Street,2023-05-06 01:00:00+00:00,96,1,Saturday,6
Elizabeth Street,2023-05-06 00:00:00+00:00,48,0,Saturday,6
Bridge Street,2023-05-06 00:00:00+00:00,149,0,Saturday,6
Park Street,2023-05-06 00:00:00+00:00,439,0,Saturday,6
Market Street,2023-05-06 00:00:00+00:00,411,0,Saturday,6
Park Street,2023-05-05 23:00:00+00:00,680,23,Friday,5
Market Street,2023-05-05 23:00:00+00:00,605,23,Friday,5
Elizabeth Street,2023-05-05 23:00:00+00:00,69,23,Friday,5
Bridge Street,2023-05-05 23:00:00+00:00,188,23,Friday,5
Park Street,2023-05-05 22:00:00+00:00,1203,22,Friday,5
Market Street,2023-05-05 22:00:00+00:00,1016,22,Friday,5
Elizabeth Street,2023-05-05 22:00:00+00:00,127,22,Friday,5
Bridge Street,2023-05-05 22:00:00+00:00,348,22,Friday,5
Elizabeth Street,2023-04-30 01:00:00+00:00,19,1,Sunday,0
Bridge Street,2023-04-30 01:00:00+00:00,48,1,Sunday,0
Market Street,2023-04-30 01:00:00+00:00,168,1,Sunday,0
Park Street,2023-04-30 01:00:00+00:00,367,1,Sunday,0
Bridge Street,2023-04-30 00:00:00+00:00,40,0,Sunday,0
Park Street,2023-04-30 00:00:00+00:00,399,0,Sunday,0
Elizabeth Street,2023-04-30 00:00:00+00:00,16,0,Sunday,0
Market Street,2023-04-30 00:00:00+00:00,352,0,Sunday,0
Bridge Street,2023-04-29 23:00:00+00:00,105,23,Saturday,6
Market Street,2023-04-29 23:00:00+00:00,349,23,Saturday,6
Elizabeth Street,2023-04-29 23:00:00+00:00,7,23,Saturday,6
Park Street,2023-04-29 23:00:00+00:00,736,23,Saturday,6
Elizabeth Street,2023-04-29 22:00:00+00:00,52,22,Saturday,6
Market Street,2023-04-29 22:00:00+00:00,646,22,Saturday,6
Park Street,2023-04-29 22:00:00+00:00,1003,22,Saturday,6
Bridge Street,2023-04-29 22:00:00+00:00,104,22,Saturday,6
Park Street,2023-04-29 01:00:00+00:00,348,1,Saturday,6
Market Street,2023-04-29 01:00:00+00:00,257,1,Saturday,6
Elizabeth Street,2023-04-29 01:00:00+00:00,33,1,Saturday,6
Bridge Street,2023-04-29 01:00:00+00:00,57,1,Saturday,6
Bridge Street,2023-04-29 00:00:00+00:00,141,0,Saturday,6
Elizabeth Street,2023-04-29 00:00:00+00:00,64,0,Saturday,6
Park Street,2023-04-29 00:00:00+00:00,454,0,Saturday,6
Market Street,2023-04-29 00:00:00+00:00,442,0,Saturday,6
Park Street,2023-04-28 23:00:00+00:00,721,23,Friday,5
Market Street,2023-04-28 23:00:00+00:00,732,23,Friday,5
Elizabeth Street,2023-04-28 23:00:00+00:00,110,23,Friday,5
Bridge Street,2023-04-28 23:00:00+00:00,235,23,Friday,5
Bridge Street,2023-04-28 22:00:00+00:00,269,22,Friday,5
Market Street,2023-04-28 22:00:00+00:00,1051,22,Friday,5
Elizabeth Street,2023-04-28 22:00:00+00:00,139,22,Friday,5
Park Street,2023-04-28 22:00:00+00:00,1144,22,Friday,5
Park Street,2023-04-23 01:00:00+00:00,471,1,Sunday,0
Market Street,2023-04-23 01:00:00+00:00,339,1,Sunday,0
Elizabeth Street,2023-04-23 01:00:00+00:00,57,1,Sunday,0
Bridge Street,2023-04-23 01:00:00+00:00,112,1,Sunday,0
Market Street,2023-04-23 00:00:00+00:00,479,0,Sunday,0
Elizabeth Street,2023-04-23 00:00:00+00:00,81,0,Sunday,0
Bridge Street,2023-04-23 00:00:00+00:00,147,0,Sunday,0
Park Street,2023-04-23 00:00:00+00:00,581,0,Sunday,0
Park Street,2023-04-22 23:00:00+00:00,779,23,Saturday,6
Market Street,2023-04-22 23:00:00+00:00,699,23,Saturday,6
Elizabeth Street,2023-04-22 23:00:00+00:00,130,23,Saturday,6
Bridge Street,2023-04-22 23:00:00+00:00,214,23,Saturday,6
Park Street,2023-04-22 22:00:00+00:00,1215,22,Saturday,6
Elizabeth Street,2023-04-22 22:00:00+00:00,171,22,Saturday,6
Market Street,2023-04-22 22:00:00+00:00,914,22,Saturday,6
Bridge Street,2023-04-22 22:00:00+00:00,275,22,Saturday,6
Park Street,2023-04-22 01:00:00+00:00,349,1,Saturday,6
Elizabeth Street,2023-04-22 01:00:00+00:00,26,1,Saturday,6
Bridge Street,2023-04-22 01:00:00+00:00,110,1,Saturday,6
Market Street,2023-04-22 01:00:00+00:00,247,1,Saturday,6
Park Street,2023-04-22 00:00:00+00:00,434,0,Saturday,6
Market Street,2023-04-22 00:00:00+00:00,462,0,Saturday,6
Elizabeth Street,2023-04-22 00:00:00+00:00,48,0,Saturday,6
Bridge Street,2023-04-22 00:00:00+00:00,149,0,Saturday,6
Park Street,2023-04-21 23:00:00+00:00,676,23,Friday,5
Market Street,2023-04-21 23:00:00+00:00,678,23,Friday,5
Elizabeth Street,2023-04-21 23:00:00+00:00,105,23,Friday,5
